0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.13775651,0.0,0.0,0.0,0.2400817,0.22923422,0.18934989,0.20357764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.21538696,0.0,0.0,0.14336511,0.25611967,0.13128725,0.25384098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.1600863,0.0,0.11372729,0.13185667,0.09199085,0.1442421,0.21952172,0.13857509,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.16311742,0.1130611,0.13000895,0.09260277,0.14317279,0.22068895,0.1373479,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0841999,0.1005412,0.09525942,0.09602729,0.1190197,0.10526903,0.08627804,0.096211515,0.07084792,0.14634594,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.13795404,0.10149918,0.08025065,0.08223087,0.07527618,0.12627378,0.06032082,0.15766633,0.079538845,0.09898933,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.103634134,0.06287874,0.04630948,0.046229415,0.09335719,0.048725884,0.07715097,0.084293045,0.071446076,0.106666595,0.13774078,0.073333375,0.048234366,0.0,0.0,0.0
0.0,0.0,0.0,0.09183477,0.07190374,0.06229824,0.06366846,0.070442595,0.088452004,0.057163592,0.10436221,0.0,0.08871216,0.090787366,0.07657393,0.061612613,0.07218828,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0959894,0.098841764,0.08956555,0.052379113,0.072619036,0.0,0.10781143,0.07661362,0.08175567,0.08940462,0.09498517,0.074221134,0.06581347,0.0
0.0,0.0,0.0,0.0,0.0,0.064048,0.06609818,0.09800708,0.061105467,0.08885294,0.08694499,0.06531391,0.08565361,0.08948812,0.104675755,0.06353274,0.05306182,0.073217385,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12551805,0.096816376,0.09873515,0.089335985,0.081302434,0.11486729,0.18196674,0.11685051,0.09460746,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08073572,0.094016254,0.117124684,0.12818162,0.14375812,0.095592834,0.067982174,0.11870498,0.11295396,0.04094967
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06680516,0.11332785,0.19059488,0.10500162,0.10057191,0.08863853,0.124793045,0.0,0.07677158,0.13349538
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14566918,0.20073271,0.10349198,0.09468818,0.23094048,0.0,0.08041597,0.07523754,0.06882399
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17381676,0.13716622,0.09644266,0.114323266,0.10517198,0.103133194,0.15982541,0.110120475
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09360777,0.39602605,0.1325894,0.18221442,0.19556238
